X1,X2,X3,X4,X5,X6,X7,X8
25,50,25,47.5,22,21,557,476
27.5,40,30,37.5,26,2,238,162
27.5,40,30,37.5,26,7,238,162
27.5,40,30,37.5,26,14,238,162
27.5,40,30,37.5,26,21,238,162
27.5,42.5,30,40,18,2,319,243
27.5,42.5,30,40,18,7,319,243
27.5,42.5,30,40,18,14,319,243
27.5,45,25,42.5,13,2,400,314
27.5,45,25,42.5,13,7,400,314
27.5,50,25,47.5,22,2,562,476
27.5,50,25,47.5,22,7,562,476
27.5,50,25,47.5,22,14,562,476
27.5,50,25,47.5,22,21,562,476
30,42.5,30,40,17,2,324,243
30,42.5,30,40,17,7,324,243
30,42.5,30,40,17,14,324,243
