"NGRIPv2","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"35","-10","-7.5","-5","-2.5","0","2.5","5","7.5","10","12.5","15","17.5","20","22.5","25","27.5","30"
"Start veg. day","1","1","145","131","152","152","127","148","119","107","121","121","122","122","124","111","109"
"End veg. day","365","365","286","322","273","271","291","279","311","325","336","334","334","334","316","339","365"
"Veg. sum days","364","364","141","191","121","119","164","131","192","218","215","213","212","212","192","228","256"
"Sum of temperature","2843.56","2713.18","1563.44","2002.33","1335.63","1308.3","2221.77","1518.2","2501.95","2729.38","2572.44","2509.48","2540.13","2582.07","2491.17","2898.75","3148.93"
"","","","","","","","","","","","","","","","","",""
"37.5","-10","-7.5","-5","-2.5","0","2.5","5","7.5","10","12.5","15","17.5","20","22.5","25","27.5","30"
"Start veg. day","135","136","144","161","127","128","128","128","128","128","140","128","126","149","120","130","152"
"End veg. day","356","288","285","244","334","334","332","332","314","328","289","325","328","278","312","299","265"
"Veg. sum days","221","152","141","83","207","206","204","204","186","200","149","197","202","129","192","169","113"
"Sum of temperature","1987.8","1691.65","1588.47","616.31","2227","2226.13","2234.87","2232.23","2123.26","2212.93","1804.71","2227.13","2326.58","1518.6","2734.2","2197.91","1032.59"
"","","","","","","","","","","","","","","","","",""
"40","-10","-7.5","-5","-2.5","0","2.5","5","7.5","10","12.5","15","17.5","20","22.5","25","27.5","30"
"Start veg. day","152","152","158","162","147","131","139","139","141","140","140","130","149","132","132","134","152"
"End veg. day","334","271","250","244","284","303","309","309","290","309","290","290","278","288","301","290","258"
"Veg. sum days","182","119","92","82","137","172","170","170","149","169","150","160","129","156","169","156","106"
"Sum of temperature","1552.59","1083.34","830.12","628.2","1379.93","1882.74","1868.57","1830.64","1607.82","1794.63","1719.89","2055","1471.94","2024.54","2189.32","1904.9","928.34"
"","","","","","","","","","","","","","","","","",""
"42.5","-10","-7.5","-5","-2.5","0","2.5","5","7.5","10","12.5","15","17.5","20","22.5","25","27.5","30"
"Start veg. day","152","167","Inf","172","Inf","152","145","143","142","152","141","146","169","152","152","148","150"
"End veg. day","294","244","-Inf","243","-Inf","251","287","288","287","264","288","289","239","259","261","281","293"
"Veg. sum days","142","77","-Inf","71","-Inf","99","142","145","145","112","147","143","70","107","109","133","143"
"Sum of temperature","1201.64","511.23","0","422.07","0","830.11","1450.1","1479.32","1515.42","1021.47","1657.4","1560.87","539.52","935","1099.71","1630.51","1667.88"
"","","","","","","","","","","","","","","","","",""
"45","-10","-7.5","-5","-2.5","0","2.5","5","7.5","10","12.5","15","17.5","20","22.5","25","27.5","30"
"Start veg. day","152","152","152","152","152","Inf","160","174","152","141","149","146","146","151","152","146","140"
"End veg. day","286","285","284","272","254","-Inf","249","226","263","268","263","266","267","262","258","268","269"
"Veg. sum days","134","133","132","120","102","-Inf","89","52","111","127","114","120","121","111","106","122","129"
"Sum of temperature","973.63","988.57","1043.75","1061.76","947.26","0","659.87","332.46","1046.94","1413.51","1202.73","1338.68","1407.67","1147.3","1008.19","1597.6","1756.88"
"","","","","","","","","","","","","","","","","",""
"47.5","-10","-7.5","-5","-2.5","0","2.5","5","7.5","10","12.5","15","17.5","20","22.5","25","27.5","30"
"Start veg. day","158","157","152","152","152","152","152","162","Inf","Inf","173","148","148","150","Inf","152","150"
"End veg. day","270","269","269","251","252","251","246","223","-Inf","-Inf","224","262","262","262","-Inf","259","262"
"Veg. sum days","112","112","117","99","100","99","94","61","-Inf","-Inf","51","114","114","112","-Inf","107","112"
"Sum of temperature","753.9","771.54","861.05","889.88","936.63","909.86","684.97","407.34","0","0","321.55","1219.67","1308.23","1174.86","0","1160.84","1332.05"
"","","","","","","","","","","","","","","","","",""
"50","-10","-7.5","-5","-2.5","0","2.5","5","7.5","10","12.5","15","17.5","20","22.5","25","27.5","30"
"Start veg. day","161","164","161","156","152","152","152","152","152","173","154","159","155","155","155","155","156"
"End veg. day","244","249","220","245","249","249","243","243","243","207","237","229","237","239","243","248","248"
"Veg. sum days","83","85","59","89","97","97","91","91","91","34","83","70","82","84","88","93","92"
"Sum of temperature","564.37","539.82","394.6","642.47","786.1","784.65","696.87","699.94","701.25","188.27","640.67","501.42","650.5","709.74","802.68","862.68","913.13"
"","","","","","","","","","","","","","","","","",""
"52.5","-10","-7.5","-5","-2.5","0","2.5","5","7.5","10","12.5","15","17.5","20","22.5","25","27.5","30"
"Start veg. day","Inf","Inf","Inf","Inf","Inf","162","152","153","175","Inf","Inf","Inf","Inf","Inf","185","178","175"
"End veg. day","-Inf","-Inf","-Inf","-Inf","-Inf","218","239","236","222","-Inf","-Inf","-Inf","-Inf","-Inf","230","233","235"
"Veg. sum days","-Inf","-Inf","-Inf","-Inf","-Inf","56","87","83","47","-Inf","-Inf","-Inf","-Inf","-Inf","45","55","60"
"Sum of temperature","0","0","0","0","0","366.92","618.66","593.85","296.57","0","0","0","0","0","290.51","414.48","511.44"
"","","","","","","","","","","","","","","","","",""
"55","-10","-7.5","-5","-2.5","0","2.5","5","7.5","10","12.5","15","17.5","20","22.5","25","27.5","30"
"Start veg. day","Inf","Inf","Inf","Inf","Inf","Inf","163","Inf","Inf","Inf","Inf","Inf","Inf","Inf","Inf","Inf","Inf"
"End veg. day","-Inf","-Inf","-Inf","-Inf","-Inf","-Inf","199","-Inf","-Inf","-Inf","-Inf","-Inf","-Inf","-Inf","-Inf","-Inf","-Inf"
"Veg. sum days","-Inf","-Inf","-Inf","-Inf","-Inf","-Inf","36","-Inf","-Inf","-Inf","-Inf","-Inf","-Inf","-Inf","-Inf","-Inf","-Inf"
"Sum of temperature","0","0","0","0","0","0","195.79","0","0","0","0","0","0","0","0","0","0"
