"NGRIPv2","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"35","-10","-7.5","-5","-2.5","0","2.5","5","7.5","10","12.5","15","17.5","20","22.5","25","27.5","30"
"Start veg. day","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"End veg. day","365","365","365","365","365","365","365","365","365","365","365","365","365","365","365","365","365"
"Veg. sum days","364","364","364","364","364","364","364","364","364","364","364","364","364","364","364","364","364"
"Sum of temperature","8888.55","9003.11","7589.71","8222.35","6916.68","6594.51","8059.68","6648.65","8377.72","8827.88","8858.6","8765.19","8765.89","8768.87","8471.1","9178.72","9368.73"
"","","","","","","","","","","","","","","","","",""
"37.5","-10","-7.5","-5","-2.5","0","2.5","5","7.5","10","12.5","15","17.5","20","22.5","25","27.5","30"
"Start veg. day","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"End veg. day","365","365","365","365","365","365","365","365","365","365","365","365","365","365","365","365","365"
"Veg. sum days","364","364","364","364","364","364","364","364","364","364","364","364","364","364","364","364","364"
"Sum of temperature","8297.88","7703.41","7328.15","5228.79","8508.35","8474.08","8472.03","8430.21","8217.77","8283.02","7368.42","8299.31","8364.35","6335.27","8431.41","7554.15","4875.31"
"","","","","","","","","","","","","","","","","",""
"40","-10","-7.5","-5","-2.5","0","2.5","5","7.5","10","12.5","15","17.5","20","22.5","25","27.5","30"
"Start veg. day","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","60"
"End veg. day","365","365","365","365","365","365","365","365","365","365","365","365","365","365","365","340","365"
"Veg. sum days","364","364","364","364","364","364","364","364","364","364","364","364","364","364","364","339","305"
"Sum of temperature","7851.14","6427.61","5751.5","4966.6","6973.78","7961.36","7915.8","7855.08","7475.87","7742.38","7298.05","7480.91","6082.76","6437.49","7692","6194.98","4561.71"
"","","","","","","","","","","","","","","","","",""
"42.5","-10","-7.5","-5","-2.5","0","2.5","5","7.5","10","12.5","15","17.5","20","22.5","25","27.5","30"
"Start veg. day","1","1","1","15","88","1","1","1","1","1","1","1","89","89","86","62","1"
"End veg. day","365","365","356","365","296","365","365","365","365","332","365","365","310","313","314","329","365"
"Veg. sum days","364","364","355","350","208","364","364","364","364","331","364","364","221","224","228","267","364"
"Sum of temperature","7507.89","5297.89","4050.55","4464.29","2718.74","5257.25","7021.07","7186.63","7002.58","4779.81","6820.73","6909.37","3504.5","3971.1","4235.72","5364.39","6750.65"
"","","","","","","","","","","","","","","","","",""
"45","-10","-7.5","-5","-2.5","0","2.5","5","7.5","10","12.5","15","17.5","20","22.5","25","27.5","30"
"Start veg. day","1","1","1","1","1","87","84","90","85","80","89","89","89","91","99","91","89"
"End veg. day","365","365","365","365","332","303","304","297","310","312","306","311","312","304","304","304","315"
"Veg. sum days","364","364","364","364","331","216","220","207","225","232","217","222","223","213","205","213","226"
"Sum of temperature","7000.55","6851.35","6770.87","6425.13","4916.2","3299.74","3813.5","3144.56","4284.99","4811.83","4346.45","4534.72","4642.44","4134.87","3815.83","4668.77","5014.37"
"","","","","","","","","","","","","","","","","",""
"47.5","-10","-7.5","-5","-2.5","0","2.5","5","7.5","10","12.5","15","17.5","20","22.5","25","27.5","30"
"Start veg. day","1","1","1","60","76","84","88","88","106","119","108","94","94","90","117","108","108"
"End veg. day","365","365","365","305","304","304","297","294","285","267","289","298","301","304","289","297","295"
"Veg. sum days","364","364","364","245","228","220","209","206","179","148","181","204","207","214","172","189","187"
"Sum of temperature","6390.36","5975.18","5693.5","4373.82","4274.97","4149.21","3648.43","3402.19","1708.09","1353.3","2833.09","4053.38","4210.1","4172.16","2464.14","3761.65","3961.49"
"","","","","","","","","","","","","","","","","",""
"50","-10","-7.5","-5","-2.5","0","2.5","5","7.5","10","12.5","15","17.5","20","22.5","25","27.5","30"
"Start veg. day","2","1","90","91","91","91","91","97","99","118","113","118","117","117","119","120","120"
"End veg. day","365","364","303","302","297","295","292","290","290","287","288","287","287","288","288","288","289"
"Veg. sum days","363","363","213","211","206","204","201","193","191","169","175","169","170","171","169","168","169"
"Sum of temperature","5071.21","4750.27","3520.98","3587.06","3715.42","3674.19","3511.07","3402.29","3342.44","2707.99","3017.9","2797.34","2953.18","3017.38","3063.61","3073.77","3163.25"
"","","","","","","","","","","","","","","","","",""
"52.5","-10","-7.5","-5","-2.5","0","2.5","5","7.5","10","12.5","15","17.5","20","22.5","25","27.5","30"
"Start veg. day","96","120","120","120","110","107","105","107","119","121","131","154","154","136","136","131","128"
"End veg. day","287","281","272","282","287","289","288","287","286","262","261","241","261","269","270","284","285"
"Veg. sum days","191","161","152","162","177","182","183","180","167","141","130","87","107","133","134","153","157"
"Sum of temperature","1536.13","1384.61","1306.39","1709.85","2519.46","2966.46","3143.47","3058.05","2602.33","1153.47","969.53","631.95","816.75","1813.53","2022.61","2300.56","2507.38"
"","","","","","","","","","","","","","","","","",""
"55","-10","-7.5","-5","-2.5","0","2.5","5","7.5","10","12.5","15","17.5","20","22.5","25","27.5","30"
"Start veg. day","94","122","125","131","126","121","120","120","122","176","182","186","179","178","165","165","177"
"End veg. day","294","271","251","250","264","286","286","284","262","230","219","217","220","230","234","235","235"
"Veg. sum days","200","149","126","119","138","165","166","164","140","54","37","31","41","52","69","70","58"
"Sum of temperature","1986.23","1175.31","797.79","638.37","955.49","2380.65","2527.92","2237.11","1062.24","356.66","215.05","134.3","242.98","339.47","488.09","503.67","440.88"
